id,dep_delayed_15min
0,0.07036116014028193
1,0.08248931786702855
2,0.07368396029835299
3,0.23132405646793114
4,0.20560359570524755
5,0.09526739371338211
6,0.08092798165479351
7,0.21476788353760792
8,0.13511019879539146
9,0.25870265310949886
10,0.2956523102925768
11,0.23498111720978476
12,0.10596767712908776
13,0.2578330451537296
14,0.09167289204774409
15,0.22916665901698935
16,0.09185169563490991
17,0.2865507117030172
18,0.35638809270264843
19,0.06490438396545528
20,0.13451935812533405
21,0.07034734890966605
22,0.2557000819871627
23,0.1700547513899552
24,0.3113172907790177
25,0.2845208893913431
26,0.06949131920165041
27,0.07443334814576812
28,0.37232395218333453
29,0.1950660505374186
30,0.13565296957439513
31,0.2331234693388692
32,0.07214456567612856
33,0.2923145576676833
34,0.3242493734494053
35,0.2613021687894989
36,0.20977226886054354
37,0.18716886551775502
38,0.11585869716581622
39,0.25346026390889237
40,0.15491478536119874
41,0.3111587206715887
42,0.2132325726148202
43,0.29525487630616376
44,0.16741274808880827
45,0.2279861545156008
46,0.06141009559249911
47,0.11940149253791503
48,0.3227014175823654
49,0.13696704801550166
50,0.3243326108582986
51,0.08338120670397677
52,0.16426087785527696
53,0.3130185444454873
54,0.3755592403523477
55,0.09549271971583273
56,0.18522270546076677
57,0.32012549788696987
58,0.10100730675088224
59,0.3575542906144063
60,0.10721791506454512
61,0.10839776011977893
62,0.1728358818028945
63,0.2320306759540588
64,0.1837359364321635
65,0.15198586652239876
66,0.0711178849062303
67,0.1324331152170056
68,0.11879480461444333
69,0.14973189064624784
70,0.07160817646740587
71,0.1939083787180643
72,0.25926569374832953
73,0.16316311825352653
74,0.43928318156156787
75,0.29566167755498085
76,0.10224206332649224
77,0.13327102829528667
78,0.10157375125777116
79,0.23005606983093735
80,0.19282516005610667
81,0.19141253380336676
82,0.09191696280129577
83,0.1319391816920676
84,0.11412134350576193
85,0.06998360222375949
86,0.09242373102022951
87,0.23878613324281678
88,0.1641960509144209
89,0.15215568737014118
90,0.2077905431451402
91,0.1738074866163322
92,0.11864367916340594
93,0.12259722523792535
94,0.1738117913272015
95,0.1376139320996885
96,0.2664624311658204
97,0.04311923941318614
98,0.19231225307261565
99,0.26540357098092576
100,0.14864657384338162
101,0.20969170573514445
102,0.0810628443180374
103,0.24037618694601515
104,0.06311160617071966
105,0.10372737743102069
106,0.21674108860712568
107,0.0931145414959591
108,0.11800598715916118
109,0.25815333069797325
110,0.25941089813301715
111,0.1921484998781069
112,0.3787886219233838
113,0.07232694982826193
114,0.0943040099319397
115,0.13520864200039143
116,0.1303135901822598
117,0.3769500990005146
118,0.09105776479910754
119,0.1505119291438516
120,0.3197579303675137
121,0.23915244379898715
122,0.295660376536016
123,0.23498740654871475
124,0.2375168083644515
125,0.0821468694566451
126,0.0940650129313023
127,0.07224642435640773
128,0.09536231772500607
129,0.41257652588995447
130,0.37239170048462084
131,0.13820086528694797
132,0.07319634184671729
133,0.11520548385110994
134,0.07082977223695516
135,0.3571907123948471
136,0.3449674453035505
137,0.1949675778922763
138,0.0739924314082791
139,0.09014869807488617
140,0.21495169010504003
141,0.1478984534019358
142,0.20634152199343386
143,0.3474336477932105
144,0.1332053717948137
145,0.35093454176700034
146,0.18395641936162116
147,0.28152114091509095
148,0.10514000665075059
149,0.3729064031521919
150,0.3146450820113293
151,0.28974108012551675
152,0.1066748014077571
153,0.16326994730714606
154,0.24253978205261395
155,0.13491451592807907
156,0.2597478358030005
157,0.17350302740760978
158,0.2688988309856123
159,0.07181320997249474
160,0.09323331480938381
161,0.28695500305699534
162,0.41537138992206224
163,0.1221787607560389
164,0.13258292265596136
165,0.10468895782957247
166,0.12214365428331987
167,0.061804216468793416
168,0.22979368136115988
169,0.34650247794706746
170,0.1656172007421641
171,0.15350751071868207
172,0.17025253292365164
173,0.260231762193816
174,0.31749442855281834
175,0.28754697689754455
176,0.13217075957464877
177,0.07169744312169248
178,0.2916974252085511
179,0.19454137861119936
180,0.07213084893943486
181,0.13118654132117116
182,0.29278754814741675
183,0.4111264375348002
184,0.21127728098798154
185,0.2367317959307679
186,0.2885886588416069
187,0.32537975147338705
188,0.18707915701099403
189,0.311037945478033
190,0.3533333026577021
191,0.1844692321221884
192,0.1841226672303989
193,0.11805762759711241
194,0.2339951300506039
195,0.15321467068872047
196,0.10364713560472466
197,0.1069130621632281
198,0.2106823909726609
199,0.31082270456614597
200,0.13417989491689755
201,0.29684046913236944
202,0.32630172596163776
